types_of_junction,area_accident_occured,lanes_or_medians,weather_conditions,day_of_week,age_band_of_driver,type_of_vehicle,incident_count
other,unknown,two_way,no_rain,monday,unknown,bus,1
other,unknown,two_way,no_rain,saturday,18-30,car,3
other,unknown,two_way,no_rain,saturday,18-30,other,1
other,unknown,two_way,no_rain,saturday,31-50,car,1
other,unknown,two_way,no_rain,saturday,31-50,other,1
other,unknown,two_way,no_rain,saturday,>51,car,1
other,unknown,two_way,no_rain,saturday,>51,lorry,1
other,unknown,two_way,no_rain,saturday,unknown,car,3
other,unknown,two_way,no_rain,saturday,unknown,lorry,1
other,unknown,two_way,no_rain,sunday,18-30,car,2
other,unknown,two_way,no_rain,sunday,31-50,car,1
other,unknown,two_way,no_rain,sunday,unknown,car,1
other,unknown,two_way,no_rain,thursday,18-30,lorry,1
other,unknown,two_way,no_rain,thursday,31-50,bus,1
other,unknown,two_way,no_rain,thursday,31-50,car,4
other,unknown,two_way,no_rain,thursday,31-50,lorry,1
other,unknown,two_way,no_rain,thursday,31-50,other,1
other,unknown,two_way,no_rain,thursday,>51,lorry,1
other,unknown,two_way,no_rain,thursday,>51,other,2
other,unknown,two_way,no_rain,thursday,unknown,car,1
other,unknown,two_way,no_rain,thursday,unknown,other,1
other,unknown,two_way,no_rain,tuesday,18-30,car,3
other,unknown,two_way,no_rain,tuesday,31-50,bus,2
other,unknown,two_way,no_rain,tuesday,31-50,lorry,1
other,unknown,two_way,no_rain,tuesday,31-50,other,2
other,unknown,two_way,no_rain,tuesday,>51,car,1
other,unknown,two_way,no_rain,tuesday,>51,lorry,1
other,unknown,two_way,no_rain,tuesday,>51,other,1
other,unknown,two_way,no_rain,wednesday,18-30,car,3
other,unknown,two_way,no_rain,wednesday,18-30,lorry,2
other,unknown,two_way,no_rain,wednesday,unknown,car,2
other,unknown,two_way,rain,sunday,18-30,lorry,2
other,unknown,two_way,rain,sunday,31-50,other,1
other,unknown,two_way,rain,sunday,unknown,lorry,1
other,unknown,two_way,rain,sunday,unknown,motorcycle,1
other,unknown,two_way,rain,wednesday,18-30,lorry,1
other,unknown,two_way,rain,wednesday,31-50,bus,1
other,unknown,unknown,no_rain,sunday,31-50,lorry,1
t_shape,living_street,two_way,no_rain,thursday,18-30,lorry,1
t_shape,living_street,two_way,no_rain,thursday,>51,car,1
t_shape,living_street,two_way,no_rain,tuesday,unknown,lorry,1
t_shape,living_street,two_way,no_rain,wednesday,18-30,car,1
t_shape,living_street,two_way,no_rain,wednesday,18-30,other,1
t_shape,living_street,two_way,rain,thursday,31-50,car,1
t_shape,living_street,two_way,rain,wednesday,18-30,bus,1
t_shape,residential,one_way,no_rain,saturday,18-30,bus,1
t_shape,residential,one_way,rain,thursday,unknown,other,1
t_shape,residential,other,no_rain,wednesday,31-50,lorry,1
t_shape,residential,two_way,no_rain,monday,31-50,bus,1
t_shape,residential,two_way,no_rain,saturday,31-50,lorry,1
t_shape,residential,two_way,no_rain,sunday,31-50,other,1
t_shape,residential,two_way,no_rain,thursday,18-30,other,1
t_shape,residential,unknown,no_rain,sunday,31-50,lorry,1
t_shape,service,one_way,no_rain,monday,18-30,lorry,1
t_shape,service,one_way,no_rain,wednesday,31-50,bus,1
t_shape,service,one_way,no_rain,wednesday,unknown,bus,1
t_shape,service,other,no_rain,monday,unknown,lorry,1
t_shape,service,two_way,no_rain,friday,31-50,other,2
t_shape,service,two_way,no_rain,friday,unknown,car,1
t_shape,service,two_way,no_rain,monday,31-50,bus,1
t_shape,service,two_way,no_rain,monday,31-50,car,1
t_shape,service,two_way,no_rain,monday,unknown,car,1
t_shape,service,two_way,no_rain,monday,unknown,lorry,1
t_shape,service,two_way,no_rain,thursday,18-30,lorry,1
t_shape,service,two_way,no_rain,thursday,unknown,motorcycle,1
t_shape,service,two_way,no_rain,tuesday,31-50,lorry,1
t_shape,service,two_way,no_rain,wednesday,18-30,lorry,1
t_shape,service,two_way,no_rain,wednesday,31-50,car,1
t_shape,service,two_way,no_rain,wednesday,31-50,lorry,1
t_shape,service,two_way,rain,monday,31-50,car,1
t_shape,service,unknown,no_rain,thursday,31-50,bus,1
t_shape,unknown,other,no_rain,thursday,18-30,lorry,1
t_shape,unknown,other,no_rain,wednesday,18-30,car,1
t_shape,unknown,two_way,no_rain,friday,18-30,other,1
t_shape,unknown,two_way,no_rain,friday,31-50,bus,1
t_shape,unknown,two_way,no_rain,monday,18-30,lorry,2
t_shape,unknown,two_way,no_rain,sunday,31-50,car,1
t_shape,unknown,two_way,no_rain,sunday,31-50,lorry,1
t_shape,unknown,two_way,no_rain,thursday,18-30,other,1
t_shape,unknown,two_way,no_rain,thursday,unknown,car,1
t_shape,unknown,two_way,no_rain,tuesday,31-50,lorry,1
t_shape,unknown,unknown,no_rain,sunday,31-50,other,1
t_shape,unknown,unknown,no_rain,wednesday,unknown,car,1
unknown,living_street,other,no_rain,sunday,31-50,car,1
unknown,living_street,other,rain,wednesday,18-30,lorry,1
unknown,living_street,two_way,no_rain,friday,18-30,lorry,1
unknown,living_street,two_way,no_rain,saturday,18-30,car,1
unknown,living_street,two_way,no_rain,thursday,18-30,car,1
unknown,living_street,two_way,no_rain,thursday,unknown,lorry,1
unknown,living_street,two_way,no_rain,tuesday,18-30,car,1
unknown,living_street,two_way,no_rain,tuesday,18-30,lorry,1
unknown,living_street,two_way,no_rain,tuesday,18-30,other,1
unknown,residential,one_way,no_rain,thursday,18-30,motorcycle,1
unknown,residential,one_way,no_rain,thursday,31-50,motorcycle,1
unknown,residential,one_way,no_rain,wednesday,unknown,bus,1
unknown,residential,one_way,rain,wednesday,31-50,car,1
unknown,residential,other,no_rain,monday,18-30,car,1
unknown,residential,other,no_rain,saturday,18-30,other,1
unknown,residential,other,no_rain,sunday,31-50,lorry,1
unknown,residential,other,no_rain,sunday,>51,bus,1
unknown,residential,other,no_rain,sunday,>51,car,1
unknown,residential,other,no_rain,tuesday,31-50,lorry,1
unknown,residential,two_way,no_rain,friday,18-30,car,2
unknown,residential,two_way,no_rain,friday,31-50,car,1
unknown,residential,two_way,no_rain,friday,31-50,lorry,1
unknown,residential,two_way,no_rain,friday,unknown,other,2
unknown,residential,two_way,no_rain,monday,18-30,lorry,1
unknown,residential,two_way,no_rain,monday,31-50,car,1
unknown,residential,two_way,no_rain,monday,>51,bus,1
unknown,residential,two_way,no_rain,monday,unknown,lorry,1
unknown,residential,two_way,no_rain,saturday,18-30,car,1
unknown,residential,two_way,no_rain,saturday,18-30,other,1
unknown,residential,two_way,no_rain,saturday,>51,motorcycle,1
unknown,residential,two_way,no_rain,sunday,18-30,lorry,1
unknown,residential,two_way,no_rain,sunday,>51,lorry,1
unknown,residential,two_way,no_rain,tuesday,18-30,car,1
unknown,residential,two_way,no_rain,tuesday,31-50,car,1
unknown,residential,two_way,no_rain,tuesday,31-50,lorry,2
unknown,residential,two_way,no_rain,tuesday,>51,car,1
unknown,residential,two_way,no_rain,wednesday,18-30,bus,1
unknown,residential,two_way,no_rain,wednesday,18-30,lorry,2
unknown,residential,two_way,no_rain,wednesday,31-50,lorry,1
unknown,residential,two_way,no_rain,wednesday,>51,bus,1
unknown,residential,two_way,rain,wednesday,18-30,lorry,1
unknown,service,one_way,no_rain,friday,31-50,car,1
unknown,service,one_way,no_rain,friday,31-50,other,1
unknown,service,one_way,no_rain,friday,>51,motorcycle,1
unknown,service,one_way,no_rain,monday,31-50,motorcycle,1
unknown,service,one_way,no_rain,monday,unknown,lorry,1
unknown,service,one_way,no_rain,saturday,18-30,lorry,1
unknown,service,one_way,no_rain,thursday,18-30,car,1
unknown,service,one_way,no_rain,thursday,31-50,lorry,1
unknown,service,one_way,no_rain,tuesday,31-50,other,1
unknown,service,one_way,rain,wednesday,31-50,car,1
unknown,service,one_way,rain,wednesday,>51,car,1
unknown,service,other,no_rain,monday,31-50,car,1
unknown,service,other,no_rain,monday,31-50,lorry,1
unknown,service,other,no_rain,thursday,31-50,other,1
unknown,service,other,no_rain,thursday,unknown,car,1
unknown,service,other,rain,wednesday,>51,lorry,1
unknown,service,two_way,no_rain,friday,18-30,car,1
unknown,service,two_way,no_rain,friday,31-50,bus,1
unknown,service,two_way,no_rain,friday,>51,other,1
unknown,service,two_way,no_rain,friday,unknown,car,2
unknown,service,two_way,no_rain,monday,18-30,car,1
unknown,service,two_way,no_rain,monday,18-30,lorry,1
unknown,service,two_way,no_rain,saturday,18-30,car,1
unknown,service,two_way,no_rain,saturday,>51,bus,1
unknown,service,two_way,no_rain,sunday,18-30,car,1
unknown,service,two_way,no_rain,sunday,18-30,other,1
unknown,service,two_way,no_rain,sunday,31-50,bus,1
unknown,service,two_way,no_rain,sunday,>51,lorry,1
unknown,service,two_way,no_rain,sunday,unknown,car,1
unknown,service,two_way,no_rain,thursday,18-30,bus,1
unknown,service,two_way,no_rain,thursday,31-50,bus,1
unknown,service,two_way,no_rain,thursday,unknown,car,1
unknown,service,two_way,no_rain,thursday,unknown,other,1
unknown,service,two_way,no_rain,tuesday,18-30,lorry,1
unknown,service,two_way,no_rain,tuesday,>51,bus,1
unknown,service,two_way,no_rain,tuesday,>51,lorry,1
unknown,service,two_way,no_rain,wednesday,18-30,other,1
unknown,service,two_way,no_rain,wednesday,31-50,bus,1
unknown,service,two_way,no_rain,wednesday,31-50,other,2
unknown,service,two_way,rain,friday,unknown,car,1
unknown,service,two_way,rain,saturday,18-30,lorry,1
unknown,service,two_way,rain,tuesday,31-50,car,1
unknown,service,two_way,rain,tuesday,>51,lorry,1
unknown,service,two_way,rain,wednesday,31-50,lorry,1
unknown,service,unknown,no_rain,saturday,31-50,car,1
unknown,service,unknown,no_rain,sunday,18-30,lorry,1
unknown,unknown,one_way,no_rain,monday,18-30,lorry,1
unknown,unknown,one_way,no_rain,monday,unknown,other,1
unknown,unknown,one_way,no_rain,saturday,>51,car,1
unknown,unknown,one_way,no_rain,sunday,>51,lorry,1
unknown,unknown,one_way,no_rain,thursday,unknown,car,1
unknown,unknown,one_way,no_rain,tuesday,31-50,lorry,1
unknown,unknown,one_way,no_rain,tuesday,>51,lorry,1
unknown,unknown,one_way,no_rain,wednesday,18-30,bus,2
unknown,unknown,one_way,no_rain,wednesday,31-50,car,1
unknown,unknown,one_way,rain,friday,18-30,lorry,1
unknown,unknown,one_way,rain,thursday,>51,bus,1
unknown,unknown,one_way,rain,tuesday,18-30,car,1
unknown,unknown,other,no_rain,friday,18-30,lorry,1
unknown,unknown,other,no_rain,monday,18-30,bus,1
unknown,unknown,other,no_rain,sunday,31-50,lorry,1
unknown,unknown,two_way,no_rain,friday,18-30,lorry,1
unknown,unknown,two_way,no_rain,friday,18-30,other,1
unknown,unknown,two_way,no_rain,friday,>51,car,2
unknown,unknown,two_way,no_rain,friday,unknown,lorry,1
unknown,unknown,two_way,no_rain,monday,18-30,bus,1
unknown,unknown,two_way,no_rain,monday,18-30,car,2
unknown,unknown,two_way,no_rain,monday,18-30,lorry,1
unknown,unknown,two_way,no_rain,monday,31-50,car,2
unknown,unknown,two_way,no_rain,monday,31-50,lorry,4
unknown,unknown,two_way,no_rain,monday,>51,bus,1
unknown,unknown,two_way,no_rain,monday,>51,lorry,2
unknown,unknown,two_way,no_rain,saturday,18-30,lorry,1
unknown,unknown,two_way,no_rain,saturday,31-50,lorry,1
unknown,unknown,two_way,no_rain,saturday,31-50,other,1
unknown,unknown,two_way,no_rain,sunday,18-30,car,1
unknown,unknown,two_way,no_rain,sunday,31-50,lorry,2
unknown,unknown,two_way,no_rain,sunday,>51,car,1
unknown,unknown,two_way,no_rain,thursday,18-30,lorry,1
unknown,unknown,two_way,no_rain,thursday,31-50,bus,1
unknown,unknown,two_way,no_rain,tuesday,18-30,car,1
unknown,unknown,two_way,no_rain,tuesday,18-30,lorry,1
unknown,unknown,two_way,no_rain,tuesday,31-50,lorry,1
unknown,unknown,two_way,no_rain,tuesday,31-50,other,1
unknown,unknown,two_way,no_rain,wednesday,18-30,lorry,1
unknown,unknown,two_way,no_rain,wednesday,31-50,lorry,1
unknown,unknown,two_way,no_rain,wednesday,>51,car,1
unknown,unknown,two_way,no_rain,wednesday,>51,lorry,1
unknown,unknown,two_way,no_rain,wednesday,unknown,bus,1
unknown,unknown,two_way,rain,friday,unknown,lorry,1
unknown,unknown,two_way,rain,saturday,unknown,other,1
unknown,unknown,two_way,rain,tuesday,18-30,car,1
unknown,unknown,two_way,rain,tuesday,31-50,car,1
unknown,unknown,two_way,rain,tuesday,>51,car,1
unknown,unknown,two_way,rain,wednesday,31-50,lorry,1
x_shape,residential,two_way,no_rain,friday,>51,other,1
x_shape,residential,two_way,no_rain,wednesday,31-50,lorry,1
x_shape,service,one_way,no_rain,sunday,>51,lorry,1
x_shape,service,other,no_rain,friday,31-50,bus,1
x_shape,service,two_way,no_rain,friday,>51,car,1
x_shape,service,two_way,no_rain,friday,>51,lorry,1
x_shape,service,two_way,no_rain,thursday,>51,lorry,1
x_shape,unknown,two_way,no_rain,sunday,31-50,lorry,1
x_shape,unknown,two_way,no_rain,thursday,31-50,bus,1
x_shape,unknown,two_way,rain,monday,31-50,car,1
y_shape,living_street,one_way,no_rain,friday,18-30,car,1
y_shape,living_street,one_way,no_rain,friday,31-50,bus,2
y_shape,living_street,one_way,no_rain,friday,31-50,other,1
y_shape,living_street,one_way,no_rain,friday,>51,car,1
y_shape,living_street,one_way,no_rain,monday,18-30,car,1
y_shape,living_street,one_way,no_rain,monday,31-50,car,2
y_shape,living_street,one_way,no_rain,saturday,31-50,bus,1
y_shape,living_street,one_way,no_rain,saturday,31-50,car,2
y_shape,living_street,one_way,no_rain,saturday,unknown,lorry,1
y_shape,living_street,one_way,no_rain,saturday,unknown,other,1
y_shape,living_street,one_way,no_rain,sunday,18-30,car,2
y_shape,living_street,one_way,no_rain,sunday,31-50,car,1
y_shape,living_street,one_way,no_rain,sunday,31-50,lorry,1
y_shape,living_street,one_way,no_rain,sunday,unknown,bus,1
y_shape,living_street,one_way,no_rain,thursday,18-30,bus,1
y_shape,living_street,one_way,no_rain,thursday,18-30,car,1
y_shape,living_street,one_way,no_rain,thursday,>51,car,1
y_shape,living_street,one_way,no_rain,tuesday,>51,bus,1
y_shape,living_street,one_way,no_rain,tuesday,>51,lorry,1
y_shape,living_street,one_way,no_rain,wednesday,18-30,lorry,1
y_shape,living_street,one_way,no_rain,wednesday,31-50,car,2
y_shape,living_street,one_way,no_rain,wednesday,31-50,other,1
y_shape,living_street,one_way,no_rain,wednesday,unknown,lorry,2
y_shape,living_street,one_way,rain,monday,18-30,other,1
y_shape,living_street,one_way,rain,thursday,18-30,other,1
y_shape,living_street,one_way,rain,wednesday,31-50,car,1
y_shape,living_street,one_way,rain,wednesday,>51,car,1
y_shape,living_street,other,no_rain,friday,18-30,bus,1
y_shape,living_street,other,no_rain,friday,18-30,car,1
y_shape,living_street,other,no_rain,friday,18-30,lorry,1
y_shape,living_street,other,no_rain,friday,18-30,other,1
y_shape,living_street,other,no_rain,friday,31-50,bus,1
y_shape,living_street,other,no_rain,friday,31-50,car,1
y_shape,living_street,other,no_rain,friday,31-50,lorry,1
y_shape,living_street,other,no_rain,friday,31-50,motorcycle,1
y_shape,living_street,other,no_rain,friday,31-50,other,1
y_shape,living_street,other,no_rain,friday,>51,bus,1
y_shape,living_street,other,no_rain,friday,unknown,car,2
y_shape,living_street,other,no_rain,monday,18-30,bus,1
y_shape,living_street,other,no_rain,monday,18-30,car,4
y_shape,living_street,other,no_rain,monday,31-50,car,3
y_shape,living_street,other,no_rain,monday,31-50,other,1
y_shape,living_street,other,no_rain,monday,>51,car,1
y_shape,living_street,other,no_rain,monday,>51,lorry,1
y_shape,living_street,other,no_rain,monday,unknown,car,1
y_shape,living_street,other,no_rain,monday,unknown,lorry,1
y_shape,living_street,other,no_rain,saturday,18-30,bus,1
y_shape,living_street,other,no_rain,saturday,31-50,bus,1
y_shape,living_street,other,no_rain,saturday,31-50,car,2
y_shape,living_street,other,no_rain,saturday,31-50,lorry,1
y_shape,living_street,other,no_rain,saturday,31-50,other,2
y_shape,living_street,other,no_rain,saturday,>51,car,1
y_shape,living_street,other,no_rain,saturday,unknown,car,1
y_shape,living_street,other,no_rain,sunday,31-50,car,1
y_shape,living_street,other,no_rain,sunday,31-50,lorry,1
y_shape,living_street,other,no_rain,sunday,>51,bus,2
y_shape,living_street,other,no_rain,sunday,>51,car,1
y_shape,living_street,other,no_rain,thursday,18-30,bus,1
y_shape,living_street,other,no_rain,thursday,18-30,lorry,1
y_shape,living_street,other,no_rain,thursday,31-50,car,2
y_shape,living_street,other,no_rain,thursday,31-50,lorry,2
y_shape,living_street,other,no_rain,thursday,31-50,other,2
y_shape,living_street,other,no_rain,thursday,>51,car,1
y_shape,living_street,other,no_rain,thursday,>51,lorry,2
y_shape,living_street,other,no_rain,thursday,unknown,car,1
y_shape,living_street,other,no_rain,tuesday,18-30,other,2
y_shape,living_street,other,no_rain,tuesday,31-50,car,1
y_shape,living_street,other,no_rain,tuesday,31-50,other,1
y_shape,living_street,other,no_rain,tuesday,>51,lorry,1
y_shape,living_street,other,no_rain,tuesday,>51,other,1
y_shape,living_street,other,no_rain,tuesday,unknown,bus,1
y_shape,living_street,other,no_rain,tuesday,unknown,car,1
y_shape,living_street,other,no_rain,tuesday,unknown,other,1
y_shape,living_street,other,no_rain,wednesday,18-30,car,1
y_shape,living_street,other,no_rain,wednesday,18-30,lorry,1
y_shape,living_street,other,no_rain,wednesday,31-50,car,2
y_shape,living_street,other,no_rain,wednesday,>51,car,1
y_shape,living_street,other,no_rain,wednesday,>51,lorry,1
y_shape,living_street,other,no_rain,wednesday,unknown,car,1
y_shape,living_street,other,rain,friday,18-30,lorry,2
y_shape,living_street,other,rain,sunday,unknown,lorry,1
y_shape,living_street,other,rain,tuesday,18-30,bus,1
y_shape,living_street,other,rain,tuesday,18-30,car,1
y_shape,living_street,other,rain,wednesday,18-30,bus,1
y_shape,living_street,two_way,no_rain,friday,18-30,bus,2
y_shape,living_street,two_way,no_rain,friday,18-30,car,6
y_shape,living_street,two_way,no_rain,friday,18-30,lorry,2
y_shape,living_street,two_way,no_rain,friday,31-50,bus,1
y_shape,living_street,two_way,no_rain,friday,31-50,car,4
y_shape,living_street,two_way,no_rain,friday,31-50,lorry,3
y_shape,living_street,two_way,no_rain,friday,31-50,other,2
y_shape,living_street,two_way,no_rain,friday,>51,car,1
y_shape,living_street,two_way,no_rain,friday,unknown,lorry,2
y_shape,living_street,two_way,no_rain,monday,18-30,bus,1
y_shape,living_street,two_way,no_rain,monday,18-30,car,4
y_shape,living_street,two_way,no_rain,monday,18-30,lorry,4
y_shape,living_street,two_way,no_rain,monday,18-30,other,3
y_shape,living_street,two_way,no_rain,monday,31-50,bus,2
y_shape,living_street,two_way,no_rain,monday,31-50,car,3
y_shape,living_street,two_way,no_rain,monday,31-50,lorry,3
y_shape,living_street,two_way,no_rain,monday,31-50,motorcycle,1
y_shape,living_street,two_way,no_rain,monday,31-50,other,3
y_shape,living_street,two_way,no_rain,monday,>51,bus,1
y_shape,living_street,two_way,no_rain,monday,>51,car,1
y_shape,living_street,two_way,no_rain,monday,>51,other,1
